caseid,sex,total_children,age,age_at_first_birth,religion_importance,income_family,occupation,education,partner_education,partner_sex,region,pop_center,decade_first_birth,age_group,age_at_first_birth_group,child,education_level,partner_education_level
217,Female,2,53.9,25.8,Somewhat important,"$75,000 to $99,999",Health occupations,"College, CEGEP or other non-university certificate or di...","College, CEGEP or other non-university certificate or d...",Male,British Columbia,Larger urban population centres (CMA/CA),1970,50,25,1,College / Trade,College / Trade
221,Female,2,72.5,22.1,Somewhat important,"$50,000 to $74,999",NA,Less than high school diploma or its equivalent,Trade certificate or diploma,Male,Quebec,Larger urban population centres (CMA/CA),NA,70,20,1,HS or less,College / Trade
222,Female,1,37,32.7,Very important,"Less than $25,000","Occupations in art, culture, recreation and sport","Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",NA,No Partner,Atlantic region,Prince Edward Island,2000,35,30,1,University Undergraduate,NA
224,Female,2,53.7,32.5,Somewhat important,"Less than $25,000",Management occupations,"College, CEGEP or other non-university certificate or di...",NA,No Partner,Prairie region,Rural areas and small population centres (non CMA/CA),1980,50,30,1,College / Trade,NA
226,Female,1,61.8,22.7,Somewhat important,"$25,000 to $49,999",NA,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Trade certificate or diploma,Male,British Columbia,Larger urban population centres (CMA/CA),1960,60,20,1,University Undergraduate,College / Trade
227,Female,3,45.8,28.8,Very important,"$125,000 and more","Occupations in education, law and social, community and ...","University certificate, diploma or degree above the bach...",Trade certificate or diploma,Male,Atlantic region,Rural areas and small population centres (non CMA/CA),1990,45,25,1,University Graduate,College / Trade
230,Female,1,32.3,27.5,Not at all important,"$50,000 to $74,999",Natural and applied sciences and related occupations,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",NA,No Partner,British Columbia,Larger urban population centres (CMA/CA),2000,30,25,1,University Undergraduate,NA
231,Female,4,66.8,25.8,Somewhat important,"$25,000 to $49,999",NA,Less than high school diploma or its equivalent,Trade certificate or diploma,Male,Quebec,Larger urban population centres (CMA/CA),1960,65,25,1,HS or less,College / Trade
233,Female,2,63.8,31.7,Very important,"$125,000 and more",Sales and service occupations,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","University certificate, diploma or degree above the ba...",Male,British Columbia,Larger urban population centres (CMA/CA),1970,60,30,1,University Undergraduate,University Graduate
235,Female,1,67.8,25.4,Somewhat important,"Less than $25,000",Management occupations,Trade certificate or diploma,NA,No Partner,Atlantic region,Rural areas and small population centres (non CMA/CA),1960,65,25,1,College / Trade,NA
237,Female,0,61.9,NA,Very important,"Less than $25,000","Business, finance, and administration occupations","College, CEGEP or other non-university certificate or di...",NA,No Partner,British Columbia,Larger urban population centres (CMA/CA),NA,60,NA,0,College / Trade,NA
238,Female,4,71.3,24.5,Very important,"$50,000 to $74,999",NA,High school diploma or a high school equivalency certificate,Trade certificate or diploma,Male,Ontario,Larger urban population centres (CMA/CA),1960,70,20,1,HS or less,College / Trade
240,Female,0,26,NA,Very important,"$75,000 to $99,999","Business, finance, and administration occupations","College, CEGEP or other non-university certificate or di...","University certificate, diploma or degree above the ba...",Male,Ontario,Larger urban population centres (CMA/CA),NA,25,NA,0,College / Trade,University Graduate
244,Female,0,38.8,NA,Very important,"$50,000 to $74,999","Occupations in education, law and social, community and ...","Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","College, CEGEP or other non-university certificate or d...",Male,Atlantic region,Prince Edward Island,NA,35,NA,0,University Undergraduate,College / Trade
248,Female,0,19.5,NA,Not very important,"$125,000 and more",Sales and service occupations,High school diploma or a high school equivalency certificate,NA,No Partner,Prairie region,Larger urban population centres (CMA/CA),NA,15,NA,0,HS or less,NA
249,Female,4,72.3,18,Very important,"$25,000 to $49,999",NA,High school diploma or a high school equivalency certificate,NA,No Partner,Atlantic region,Rural areas and small population centres (non CMA/CA),NA,70,15,1,HS or less,NA
252,Female,3,62.6,27.9,Somewhat important,"$125,000 and more",NA,"College, CEGEP or other non-university certificate or di...","Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Male,Quebec,Larger urban population centres (CMA/CA),1970,60,25,1,College / Trade,University Undergraduate
253,Female,0,28.5,NA,Not at all important,"$100,000 to $ 124,999",NA,"University certificate, diploma or degree above the bach...","University certificate, diploma or degree above the ba...",Male,Quebec,Larger urban population centres (CMA/CA),NA,25,NA,0,University Graduate,University Graduate
254,Female,2,56.7,27.7,Somewhat important,"$25,000 to $49,999",Sales and service occupations,High school diploma or a high school equivalency certificate,NA,No Partner,Prairie region,Rural areas and small population centres (non CMA/CA),1970,55,25,1,HS or less,NA
255,Female,2,58.3,27.5,Somewhat important,"Less than $25,000",Sales and service occupations,High school diploma or a high school equivalency certificate,NA,No Partner,Prairie region,Larger urban population centres (CMA/CA),1970,55,25,1,HS or less,NA
256,Female,3,60.8,21.7,Not very important,"$50,000 to $74,999",Management occupations,High school diploma or a high school equivalency certificate,High school diploma or a high school equivalency certi...,Male,Prairie region,Larger urban population centres (CMA/CA),1960,60,20,1,HS or less,HS or less
261,Female,0,56.5,NA,Not very important,"$50,000 to $74,999","Business, finance, and administration occupations",High school diploma or a high school equivalency certificate,High school diploma or a high school equivalency certi...,Male,British Columbia,Larger urban population centres (CMA/CA),NA,55,NA,0,HS or less,HS or less
263,Female,2,47.6,23.8,Not very important,"$125,000 and more","Business, finance, and administration occupations",High school diploma or a high school equivalency certificate,NA,No Partner,Atlantic region,Larger urban population centres (CMA/CA),1980,45,20,1,HS or less,NA
266,Female,1,22,18,Very important,"$25,000 to $49,999",Sales and service occupations,Less than high school diploma or its equivalent,NA,Male,Prairie region,Larger urban population centres (CMA/CA),2000,20,15,1,HS or less,NA
267,Female,2,49.6,28,Very important,"$25,000 to $49,999",Management occupations,High school diploma or a high school equivalency certificate,"College, CEGEP or other non-university certificate or d...",No Partner,Prairie region,Larger urban population centres (CMA/CA),1980,45,25,1,HS or less,College / Trade
270,Female,0,34.9,NA,Not at all important,"$25,000 to $49,999","Business, finance, and administration occupations","Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",NA,No Partner,Quebec,Rural areas and small population centres (non CMA/CA),NA,30,NA,0,University Undergraduate,NA
273,Female,3,80,18.2,Very important,"$50,000 to $74,999",NA,"College, CEGEP or other non-university certificate or di...",University certificate or diploma below the bachelor's level,Male,British Columbia,Rural areas and small population centres (non CMA/CA),NA,80,15,1,College / Trade,University Undergraduate
274,Female,2,61.8,22.3,Somewhat important,"$25,000 to $49,999",NA,High school diploma or a high school equivalency certificate,High school diploma or a high school equivalency certi...,Male,Quebec,Larger urban population centres (CMA/CA),1960,60,20,1,HS or less,HS or less
276,Female,1,41.9,25.8,Very important,"$125,000 and more",Health occupations,University certificate or diploma below the bachelor's level,Trade certificate or diploma,Male,Atlantic region,Larger urban population centres (CMA/CA),1990,40,25,1,University Undergraduate,College / Trade
279,Female,4,80,27.8,Very important,"$75,000 to $99,999",NA,Trade certificate or diploma,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Male,Prairie region,Larger urban population centres (CMA/CA),NA,80,25,1,College / Trade,University Undergraduate
281,Female,2,35.8,24.5,Not at all important,"$125,000 and more","Occupations in art, culture, recreation and sport",High school diploma or a high school equivalency certificate,"College, CEGEP or other non-university certificate or d...",Male,British Columbia,Larger urban population centres (CMA/CA),1990,35,20,1,HS or less,College / Trade
283,Female,2,26.5,NA,Somewhat important,"Less than $25,000",NA,Less than high school diploma or its equivalent,NA,No Partner,Quebec,Larger urban population centres (CMA/CA),NA,25,NA,1,HS or less,NA
284,Female,2,55.1,18,Not at all important,"$50,000 to $74,999",NA,High school diploma or a high school equivalency certificate,High school diploma or a high school equivalency certi...,Male,Atlantic region,Rural areas and small population centres (non CMA/CA),1970,55,15,1,HS or less,HS or less
288,Female,2,61.3,22.8,Very important,"$125,000 and more",Occupations in manufacturing and utilities,"College, CEGEP or other non-university certificate or di...",High school diploma or a high school equivalency certi...,Male,Ontario,Larger urban population centres (CMA/CA),1960,60,20,1,College / Trade,HS or less
291,Female,5,71.3,21.8,Very important,"$25,000 to $49,999",NA,Less than high school diploma or its equivalent,Less than high school diploma or its equivalent,Male,Atlantic region,Rural areas and small population centres (non CMA/CA),NA,70,20,1,HS or less,HS or less
295,Female,2,54.9,18,Somewhat important,"$25,000 to $49,999",Sales and service occupations,High school diploma or a high school equivalency certificate,NA,No Partner,Ontario,Rural areas and small population centres (non CMA/CA),1970,50,15,1,HS or less,NA
300,Female,0,31.6,NA,Very important,"$75,000 to $99,999",Natural and applied sciences and related occupations,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",NA,No Partner,Ontario,Larger urban population centres (CMA/CA),NA,30,NA,0,University Undergraduate,NA
301,Female,0,77.6,NA,Somewhat important,"$25,000 to $49,999",Sales and service occupations,Less than high school diploma or its equivalent,NA,No Partner,Prairie region,Rural areas and small population centres (non CMA/CA),NA,75,NA,0,HS or less,NA
302,Female,2,62.7,26.3,Very important,"Less than $25,000",NA,"College, CEGEP or other non-university certificate or di...",NA,No Partner,Quebec,Larger urban population centres (CMA/CA),1970,60,25,1,College / Trade,NA
303,Female,2,54.8,25,Not very important,"$125,000 and more","Business, finance, and administration occupations",High school diploma or a high school equivalency certificate,Trade certificate or diploma,Male,Atlantic region,Larger urban population centres (CMA/CA),1970,50,25,1,HS or less,College / Trade
304,Female,1,80,NA,Somewhat important,"Less than $25,000",NA,University certificate or diploma below the bachelor's level,NA,No Partner,Quebec,Larger urban population centres (CMA/CA),NA,80,NA,1,University Undergraduate,NA
305,Female,5,71.6,20.5,Very important,"$75,000 to $99,999","Business, finance, and administration occupations",High school diploma or a high school equivalency certificate,NA,No Partner,Ontario,Larger urban population centres (CMA/CA),NA,70,20,1,HS or less,NA
307,Female,2,41.2,35.5,Very important,"$125,000 and more",Health occupations,"University certificate, diploma or degree above the bach...","Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Male,British Columbia,Larger urban population centres (CMA/CA),2000,40,35,1,University Graduate,University Undergraduate
309,Female,3,67.8,20.4,Very important,"$50,000 to $74,999",Health occupations,"College, CEGEP or other non-university certificate or di...",Less than high school diploma or its equivalent,Male,Atlantic region,Larger urban population centres (CMA/CA),1960,65,20,1,College / Trade,HS or less
310,Female,3,74.8,18.9,Very important,"Less than $25,000",NA,Less than high school diploma or its equivalent,NA,No Partner,Quebec,Larger urban population centres (CMA/CA),NA,70,15,1,HS or less,NA
312,Female,2,53.7,24.2,Not at all important,"$25,000 to $49,999","Business, finance, and administration occupations",Trade certificate or diploma,NA,No Partner,British Columbia,Larger urban population centres (CMA/CA),1970,50,20,1,College / Trade,NA
